codigo,curso,seccion,modalidad,edificio,salon,inicio,final,dias,catedratico,auxiliar,detalle
0302,RESISTENCIA DE MATERIALES 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,10:40,11:30,JU,HUGO LEONEL MONTENEGRO FRANCO,JHON GERARDO CUÁ XICAY,Sin restricciones
0314,CONCRETO ARMADO 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,09:00,09:50,LU  MI  VI,YEFRY VALENTIN ROSALES JUAREZ,ANTHONY ANDREÉ POLANCO SCHODER,Sin restricciones
0318,CIMENTACIONES 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,11:30,12:20,LU  MI  VI,OMAR ENRIQUE MEDRANO MENDEZ,SIN AUXILIAR,Sin restricciones
0352,QUIMICA 2,A,PRESENCIAL,T-3,215,08:00,08:50,LU MA MI  VI,FRANCISCO ABEN ROSALES CEREZO,SIN AUXILIAR,Sin restricciones
0361,BIOQUIMICA 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,13:10,14:50,MA  JU,CESAR ALFONSO GARCIA GUERRA,SIN AUXILIAR,Sin restricciones
0371,INTRODUCCION A LA INGENIERIA QUIMICA,A,PRESENCIAL,S-12,104,09:00,09:50,LU   JU,SERGIO ALEJANDRO RECINOS,SIN AUXILIAR,Ver Restricciones
0380,FISICO QUIMICA 1,A,PRESENCIAL,T-5,302,10:40,11:30,LU  MI  VI,ANA RUFINA HERRERA SOTO,SIN AUXILIAR,Sin restricciones
0382,FISICO QUIMICA 2,A,PRESENCIAL,T-3,215,09:50,10:40,LU  MI  VI,WILLIAM EDUARDO FAGIANI CRUZ,SIN AUXILIAR,Sin restricciones
0386,LABORATORIO DE FISICO QUIMICA 1,A,PRESENCIAL,T-5,LAB-F-Q,07:10,10:40,JU,ANA RUFINA HERRERA SOTO,LUISA ALEJANDRA DEL CARMEN RODRÍGUEZ CABRERA,Sin restricciones
0388,LABORATORIO DE FISICO QUIMICA 2,A,PRESENCIAL,T-5,LAB-F-Q,07:10,10:40,MA,WILLIAM EDUARDO FAGIANI CRUZ,LUISA ALEJANDRA DEL CARMEN RODRÍGUEZ CABRERA,Sin restricciones
0392,TERMODINAMICA 2,A,PRESENCIAL,T-7,202,11:30,12:20,LU  MI  VI,ROBERTO GUZMAN ORTIZ,SIN AUXILIAR,Sin restricciones
0394,TERMODINAMICA 3,A,PRESENCIAL,T-5,302,11:30,12:20,LU  MI  VI,ANA RUFINA HERRERA SOTO,ADRIANA ELIZABETH LÓPEZ SAJ,Sin restricciones
0410,BALANCE DE MASA Y ENERGIA,A,PRESENCIAL,T-5,302,08:00,08:50,LU  MI  VI,ORLANDO POSADAS VALDEZ,SIN AUXILIAR,Sin restricciones
0412,FLUJO DE FLUIDOS,A,PRESENCIAL,T-5,303,09:50,10:40,LU  MI  VI,PABLO ENRIQUE MORALES PANIAGUA,SIN AUXILIAR,Sin restricciones
0428,LABORATORIO DE INGENIERIA QUIMICA 1,A,PRESENCIAL,T-5,L-OP-UNI,07:10,11:30,MA,JORGE EMILIO GODINEZ LEMUS,JUAN PABLO DE LEÓN GONZÁLEZ,Sin restricciones
0430,LABORATORIO DE INGENIERIA QUIMICA 2,A,PRESENCIAL,T-5,L-OP-UNI,07:10,11:20,SA,MANUEL GILBERTO GALVAN ESTRADA,JUAN PABLO DE LEÓN GONZÁLEZ,Sin restricciones
0450,GEOLOGIA,A,PRESENCIAL,T-3,215,10:40,11:30,MA  JU,CARLA DEYANIRA GORDILLO DE MARCHENA,FREDY JOSUÉ CURUCHICHE MUX,Sin restricciones
0452,CIENCIA DE LOS MATERIALES,A,PRESENCIAL,T-3,216,09:00,09:50,LU  MI  VI,AURELIA ANABELA CORDOVA ESTRADA,SIN AUXILIAR,Sin restricciones
0453,MATERIALES DE CONSTRUCCION 1,A,PRESENCIAL,T-3,215,07:10,08:00,LU  MI  VI,MILTON LENIN HERNANDEZ GONZALEZ,SIN AUXILIAR,Sin restricciones
0462,ELECTRICIDAD Y ELECTRONICA BASICA,A,PRESENCIAL,T-3,111,09:50,10:40,LU  MI  VI,INGRID SALOME RODRIGUEZ DE LOUKOTA,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,A,PRESENCIAL,T-7,301,12:20,13:10,MA  JU,MILTON ALEXANDER FUENTES OROZCO,SIN AUXILIAR,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,A,PRESENCIAL,T-3,216,09:50,10:40,LU  MI  VI,AURELIA ANABELA CORDOVA ESTRADA,SIN AUXILIAR,Sin restricciones
0603,INVESTIGACION DE OPERACIONES II,A,PRESENCIAL,T-3,214,09:50,10:40,LU  MI  VI,JULIO CÉSAR VILLATORO SANABRIA,SIN AUXILIAR,Sin restricciones
0608,INTROD DE PROYECTOS GERENCIALES,A,PRESENCIAL,T-3,213,10:40,11:30,LU  MI  VI,HUGO LEONEL ALVARADO DE LEON,SIN AUXILIAR,Sin restricciones
0610,INFORMATICA,A,PRESENCIAL,T-3,411,10:40,11:30,MI  VI,RENATO ISAAC RIVERA PEREZ,SIN AUXILIAR,Ver Restricciones
0614,LOGISTICA Y CADENA DE SUMINISTRO,A,SEMIPRESENCIAL,MEET,VIRTUAL,13:10,14:00,LU  MI  VI,CESAR ERNESTO URQUIZU RODAS,SIN AUXILIAR,Sin restricciones
0636,DISE\O PARA LA PRODUCCION,A,PRESENCIAL,T-3,112,08:00,08:50,LU  MI  VI,ALBERTO EULALIO HERNANDEZ GARCIA,SIN AUXILIAR,Sin restricciones
0637,DISEÑO INDUSTRIAL,A,PRESENCIAL,T-3,216,08:00,08:50,LU  MI  VI,JOSE ROLANDO CHAVEZ SALAZAR,SIN AUXILIAR,Sin restricciones
0638,CONTROLES INDUSTRIALES,A,PRESENCIAL,T-3,112,07:10,08:00,LU  MI  VI,JULIO  OSWALDO ROJAS  ARGUETA,SIN AUXILIAR,Sin restricciones
0639,CONTROL ESTADISTICO DE LA CALIDAD,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:00,09:50,LU  MI  VI,JUAN CARLOS JEREZ  JUAREZ,ANA SOFÍA WOLFORD RAMÍREZ,Sin restricciones
0640,CONTROL DE LA PRODUCCION,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:00,LU  MI  VI,JOSE ROLANDO CHAVEZ SALAZAR,SIN AUXILIAR,Sin restricciones
0643,SALUD Y SEGURIDAD OCUPACIONAL,A,SEMIPRESENCIAL,ET,CERRADO,07:10,08:00,MA  JU,STAFF,SIN AUXILIAR,Sin restricciones
0652,CONTABILIDAD 2,A,PRESENCIAL,T-3,215,07:10,08:00,MA  JU,ELMER DIONICIO SUC CHOCOOJ,SIN AUXILIAR,Sin restricciones
0653,INGENIERIA DE COSTOS,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:00,09:50,MA  JU,JUAN CARLOS JEREZ  JUAREZ,ANA SOFÍA WOLFORD RAMÍREZ,Sin restricciones
0654,CONTABILIDAD 3,A,PRESENCIAL,T-3,315,08:00,08:50,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,SIN AUXILIAR,Sin restricciones
0655,ADMINISTRACION FINANCIERA,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:00,09:50,MA  JU,SELVIN ESTUARDO JOACHIN JUAREZ,SIN AUXILIAR,Sin restricciones
0656,ADMINISTRACION DE EMPRESAS 1,A,PRESENCIAL,T-3,105,07:10,08:00,LU  MI  VI,JOSE ANTONIO CAMBARA GODOY,SIN AUXILIAR,Sin restricciones
0659,ADMINISTRACION DE RECURSOS HUMANOS,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:00,LU  MI  VI,OTTO LEONEL SUÁREZ MOTA,SIN AUXILIAR,Sin restricciones
0663,LEGISLACION AMBIENTAL 1,A,PRESENCIAL,T-5,302,07:10,08:50,MA,MARIA ALEJANDRA MA VILLATORO,SIN AUXILIAR,Sin restricciones
0665,MICROECONOMIA,A,SEMIPRESENCIAL,HIBR,VIRTUAL,09:00,09:50,MA  JU,NORA LEONOR GARCIA TOBAR,SIN AUXILIAR,Sin restricciones
0667,PROGRAMACION COMERCIAL 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,SA,GUIPPSY JEANNIRA MENENDEZ PEREZ,ROSA EMILIA BOCHE NAZ,Sin restricciones
0674,FUNDAMENTOS DE MERCADOTECNIA,A,PRESENCIAL,T-1,L-II-2,07:10,08:00,MA  JU,OSCAR APARICIO SEGURA MONZON,SIN AUXILIAR,Sin restricciones
0676,COMERCIO INTERNACIONAL,A,PRESENCIAL,T-7,101,08:00,08:50,MA  JU,LAURA ROSMERY BRIONES ZELADA,SIN AUXILIAR,Sin restricciones
0687,GEOLOGIA ESTRUCTURAL,A,PRESENCIAL,T-3,111,16:30,17:20,MA  JU,JULIO ROBERTO LUNA AROCHE,SIN AUXILIAR,Sin restricciones
0700,INGENIERIA ECONOMICA 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,08:00,08:50,LU  MI  VI,ALBA MARITZA GUERRERO SPINOLA,JESLYN AZUCENA MEDINA QUIROZ,Sin restricciones
0706,PREPARACION Y EVALUACION DE PROYECTOS 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,09:50,10:40,LU  MI  VI,ALBA MARITZA GUERRERO SPINOLA,SIN AUXILIAR,Sin restricciones
0708,PREPARACION Y EVALUACION DE PROYECTOS 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:00,LU  MI  VI,SURIEL CRISTINA ABALLI HERWING,SIN AUXILIAR,Sin restricciones
0720,MODELACION Y SIMULACION 2,A,SEMIPRESENCIAL,MEET,VIRTUAL,19:00,20:40,LU  MI,MIGUEL ANGEL CANCINOS RENDON,YANIA ESZTER DÁVID CADENAS,Sin restricciones
0722,TEORIA DE SISTEMAS 1,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,JU  SA,JORGE LUIS ALVAREZ MEJIA,MARCO SEBASTIAN SOLARES ESPAÑA,Sin restricciones
0724,TEORIA DE SISTEMAS 2,A,SEMIPRESENCIAL,MEET,VIRTUAL,08:50,10:30,SA,JORGE LUIS ALVAREZ MEJIA,DANIEL EDUARDO IZAS MARROQUÍN,Sin restricciones
0724,TEORIA DE SISTEMAS 2,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,MA,JORGE LUIS ALVAREZ MEJIA,DANIEL EDUARDO IZAS MARROQUÍN,Sin restricciones
0729,MODELACION Y SIMULACION 1,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,MI,CESAR AUGUSTO FERNANDEZ CACERES,SIN AUXILIAR,Sin restricciones
0729,MODELACION Y SIMULACION 1,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:00,10:40,MA,CESAR AUGUSTO FERNANDEZ CACERES,SIN AUXILIAR,Sin restricciones
0732,ESTADISTICA 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:00,LU MA MI JU,CLAUDIA CECILIA CONTRERAS FOLGAR DE ALFARO,YERVIS MAURICIO LÓPEZ ESTRADA,Sin restricciones
0734,ESTADISTICA 2,A,PRESENCIAL,T-3,212,08:00,08:50,LU MA MI JU,MAYRA VIRGINIA CARVAJAL CASTILLO,MARIA JOSE VEGA ORTEGA,Sin restricciones
0736,ANALISIS PROBABILISTICO,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:50,10:40,LU MA MI JU,LADY MARIEBELIA ELIAS ESTRADA,ASTRID SARAÍ CHOXÍN SAMAYOA,Sin restricciones
0768,INTRODUCCION A LOS ALGORITMOS Y FLUJO DE DATOS,A,PRESENCIAL,T-3,410,07:10,08:50,MA  JU,EDGAR FRANCISCO RODAS ROBLEDO,MOISES ANTONIO CONDE HERNANDEZ,Sin restricciones
0770,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,A,PRESENCIAL,T-3,114,07:10,10:30,SA,MARLON FRANCISCO ORELLANA LOPEZ,DIEGO ABRAHAM ROBLES MEZA,Ver Restricciones
0771,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,JU VI,MARLON ANTONIO PEREZ TURK,EDDY ALEJANDRO MURGA BARILLAS,Sin restricciones
0772,ESTRUCTURAS DE DATOS,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,MI  VI,EDGAR RENE ORNELIS HOIL,GIOVANNI SAUL CONCOHÁ CAX,Sin restricciones
0773,MANEJO E IMPLEMENTACION DE ARCHIVOS,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,MA MI,JUAN ALVARO DIAZ ARDAVIN,EDGAR JOSIAS CAN AJQUEJAY,Sin restricciones
0778,ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 1,A,PRESENCIAL,T-3,402,10:40,12:20,MA  JU,OTTO RENE ESCOBAR LEIVA,JOSÉ MANUEL LÓPEZ LEMUS,Sin restricciones
0779,ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 2,A,PRESENCIAL,T-1,L-II-1,07:10,10:30,SA,GABRIEL ALEJANDRO DIAZ LOPEZ,LUIS EDUARDO DE LEÓN PACHECO,Sin restricciones
0780,SOFTWARE AVANZADO,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,MA  JU,EVEREST DARWIN MEDINILLA RODRIGUEZ,JUAN PABLO SAMAYOA RUÍZ,Sin restricciones
0781,ORGANIZACION DE LENGUAJES Y COMPILADORES 2,A,SEMIPRESENCIAL,MEET,VIRTUAL,12:10,13:50,SA,BAYRON WOSVELY LOPEZ LOPEZ,DIEGO FELIPE CALI MORALES,Sin restricciones
0781,ORGANIZACION DE LENGUAJES Y COMPILADORES 2,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,LU,BAYRON WOSVELY LOPEZ LOPEZ,DIEGO FELIPE CALI MORALES,Sin restricciones
0785,ANALISIS Y DISE\O DE SISTEMAS 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,LU MA,CLAUDIA LICETH ROJAS MORALES,MYNOR FRANCISCO MORÁN GARCIA,Sin restricciones
0786,SISTEMAS ORGANIZACIONALES Y GERENCIALES 1,A,SEMIPRESENCIAL,MEET,VIRTUAL,10:30,13:50,SA,FERNANDO JOSÉ PAZ GONZÁLEZ,KHRISTIAN MANOLO JUNIOR GARCÍA PINEDA,Sin restricciones
0795,LOGICA DE SISTEMAS,A,SEMIPRESENCIAL,MEET,VIRTUAL,08:00,10:30,SA,VIRGINIA VICTORIA TALA AYERDI,JENNIFER YULISSA LOURDES TAPERIO MANUEL,Sin restricciones
0796,LENGUAJES FORMALES Y DE PROGRAMACION,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,MA,VIVIAN DAMARIS CAMPOS GONZALEZ,CARLOS JAVIER COX BAUTISTA,Sin restricciones
0797,SEMINARIO DE SISTEMAS I,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,VI,MANUEL FERNANDO LOPEZ FERNANDEZ,ELDER OBDULIO CALDERÓN NAVARIJO,Sin restricciones
0799,SEMINARIO DE INVESTIGACION,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,MI,CARLOS ALFREDO AZURDIA MORALES,SIN AUXILIAR,Sin restricciones
0960,MATEMATICA PARA COMPUTACION 1,A,PRESENCIAL,T-3,414,10:40,11:30,LU  MI  VI,CARLOS AUGUSTO MORALES SANTACRUZ,DIEGO ALESSANDRO CONSTANZA PADILLA,Sin restricciones
0962,MATEMATICA PARA COMPUTACION 2,A,PRESENCIAL,T-1,L-II-2,10:40,11:30,LU  MI  VI,JOSE ALFREDO GONZALEZ DIAZ,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0964,ORGANIZACION COMPUTACIONAL,A,PRESENCIAL,T-3,402,09:00,10:40,MA  JU,OTTO RENE ESCOBAR LEIVA,DILAN CONAHER SUY MIRANDA,Sin restricciones
0970,REDES DE COMPUTADORAS 1,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,10:40,JU,LUIS FERNANDO ESPINO BARRIOS,JOSSELINE GRISELDA MONTECINOS HERNÁNDEZ,Sin restricciones
0972,INTELIGENCIA ARTIFICIAL 1,A,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,10:30,LU,LUIS FERNANDO ESPINO BARRIOS,ROBERTO MIGUEL GARCÍA SANTIZO,Sin restricciones
1023,DIPLOMADO EN ACONDICIONAMIENTO DEL AGUA EN LA INDUSTRIA,A,SEMIPRESENCIAL,MEET,VIRTUAL,08:00,13:00,SA,OTTO IVÁN AUGUSTO OROZCO Y OROZCO,SIN AUXILIAR,Sin restricciones
1093,DIPLOMADO ESTRATEGIAS DE LECTURA PARA UNA COMPRENSION ANALITICA,A,SEMIPRESENCIAL,MEET,VIRTUAL,10:00,12:00,MA,GREYSI ILDOARA CALDERON CHAY,SIN AUXILIAR,Sin restricciones
2004,PRACTICAS FINALES INGENIERIA ELECTRICA,A,PRESENCIAL,EPS,EPS-1,20:40,21:30,LU,FRANCISCO JAVIER GONZALEZ LOPEZ,SIN AUXILIAR,Sin restricciones
2005,PRACTICAS FINALES INGENIERIA INDUSTRIAL,A,PRESENCIAL,EPS,EPS-1,20:40,21:30,LU,SIGRID ALITZA CALDERON DE LEON,SIN AUXILIAR,Sin restricciones
2006,PRACTICAS FINALES INGENIERIA MECANICA ELECTRICA,A,PRESENCIAL,EPS,EPS-1,20:40,21:30,MA,FRANCISCO JAVIER GONZALEZ LOPEZ,SIN AUXILIAR,Sin restricciones
3022,PSICOLOGIA INDUSTRIAL (DIPLOMADO),A,SEMIPRESENCIAL,MEET,VIRTUAL,08:00,08:50,MA  JU,OTTO LEONEL SUÁREZ MOTA,SIN AUXILIAR,Sin restricciones
3116,MATEMATICA APLICADA 3 (DIPLOMADO),A,PRESENCIAL,T-1,L-II-1,09:00,09:50,LU  MI  VI,EDER KEITH PAZ TIGUILA,SIN AUXILIAR,Sin restricciones
3118,MATEMATICA APLICADA 1 (DIPLOMADO),A,PRESENCIAL,T-1,L-II-1,09:50,10:40,LU  MI  VI,ERICK GEOVANI AGUSTIN MARROQUIN,SIN AUXILIAR,Sin restricciones
3123,MATEMATICA APLICADA 5 (DIPLOMADO),A,PRESENCIAL,T-3,309,07:10,08:00,LU  MI  VI,LUIS CARLOS BOLANOS MENDEZ,SIN AUXILIAR,Sin restricciones
3656,ADMINISTRACION DE EMPRESAS 1 (DIPLOMADO),A,PRESENCIAL,T-3,105,07:10,08:00,LU  MI  VI,JOSE ANTONIO CAMBARA GODOY,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,A,PRESENCIAL,T-3,410,07:10,08:00,SA,KENNETH ISSUR ESTRADA RUIZ,SIN AUXILIAR,Sin restricciones
0089,COMUNICACION ASERTIVA,A,PRESENCIAL,T-3,114,12:10,13:50,SA,KEVIN JOSUE SANTOS SALAZAR,SIN AUXILIAR,Sin restricciones
0283,ANALISIS Y DISE\O DE SISTEMAS 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,LU,BYRON ESTUARDO SOLIS GONZALEZ,SIN AUXILIAR,Sin restricciones
0285,SISTEMAS OPERATIVOS 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,VI,JAVIER ALEJANDRO AVILA FLORES,SIN AUXILIAR,Sin restricciones
0667,PROGRAMACION COMERCIAL 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,12:20,14:00,VI,ROSA EMILIA BOCHE NAZ,SIN AUXILIAR,Sin restricciones
0720,MODELACION Y SIMULACION 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MI,YANIA ESZTER DÁVID CADENAS,SIN AUXILIAR,Sin restricciones
0724,TEORIA DE SISTEMAS 2,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:00,10:40,MA,JORGE LUIS ALVAREZ MEJIA,SIN AUXILIAR,Sin restricciones
0729,MODELACION Y SIMULACION 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,VI,WALTER JAVIER SANTIZO MAZARIEGOS,SIN AUXILIAR,Sin restricciones
0768,INTRODUCCION A LOS ALGORITMOS Y FLUJO DE DATOS,A,PRESENCIAL,T-3,412,10:30,12:10,SA,MOISES ANTONIO CONDE HERNANDEZ,SIN AUXILIAR,Sin restricciones
0770,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,A,PRESENCIAL,T-3,212,10:30,12:10,SA,DIEGO ABRAHAM ROBLES MEZA,SIN AUXILIAR,Ver Restricciones
0771,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MA,EDDY ALEJANDRO MURGA BARILLAS,SIN AUXILIAR,Sin restricciones
0772,ESTRUCTURAS DE DATOS,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MI,GIOVANNI SAUL CONCOHÁ CAX,SIN AUXILIAR,Sin restricciones
0773,MANEJO E IMPLEMENTACION DE ARCHIVOS,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,LU,EDGAR JOSIAS CAN AJQUEJAY,SIN AUXILIAR,Sin restricciones
0778,ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 1,A,PRESENCIAL,T-3,210,13:50,15:30,SA,JOSÉ MANUEL LÓPEZ LEMUS,SIN AUXILIAR,Sin restricciones
0779,ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 2,A,PRESENCIAL,T-3,LAB-IND2,12:10,13:50,SA,LUIS EDUARDO DE LEÓN PACHECO,SIN AUXILIAR,Sin restricciones
0780,SOFTWARE AVANZADO,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,JU,JUAN PABLO SAMAYOA RUÍZ,SIN AUXILIAR,Sin restricciones
0781,ORGANIZACION DE LENGUAJES Y COMPILADORES 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MA,DIEGO FELIPE CALI MORALES,SIN AUXILIAR,Sin restricciones
0785,ANALISIS Y DISE\O DE SISTEMAS 2,A,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,JU,MYNOR FRANCISCO MORÁN GARCIA,SIN AUXILIAR,Sin restricciones
0786,SISTEMAS ORGANIZACIONALES Y GERENCIALES 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,LU,KHRISTIAN MANOLO JUNIOR GARCÍA PINEDA,SIN AUXILIAR,Sin restricciones
0796,LENGUAJES FORMALES Y DE PROGRAMACION,A,SEMIPRESENCIAL,HIBR,VIRTUAL,09:00,10:40,MA,CARLOS JAVIER COX BAUTISTA,SIN AUXILIAR,Sin restricciones
0797,SEMINARIO DE SISTEMAS I,A,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,MA,ELDER OBDULIO CALDERÓN NAVARIJO,SIN AUXILIAR,Sin restricciones
0964,ORGANIZACION COMPUTACIONAL,A,PRESENCIAL,T-3,310,07:10,08:50,SA,DILAN CONAHER SUY MIRANDA,SIN AUXILIAR,Sin restricciones
0970,REDES DE COMPUTADORAS 1,A,PRESENCIAL,T-3,114,13:50,15:30,SA,JOSSELINE GRISELDA MONTECINOS HERNÁNDEZ,SIN AUXILIAR,Sin restricciones
0972,INTELIGENCIA ARTIFICIAL 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,VI,ROBERTO MIGUEL GARCÍA SANTIZO,SIN AUXILIAR,Sin restricciones
0392,TERMODINAMICA 2,A,PRESENCIAL,T-7,202,12:20,13:10,MA  JU,ROBERTO GUZMAN ORTIZ,SIN AUXILIAR,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,A,PRESENCIAL,T-3,215,11:30,12:20,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,SIN AUXILIAR,Sin restricciones
0603,INVESTIGACION DE OPERACIONES II,A,PRESENCIAL,T-7,101,09:50,10:40,MA  JU,JAVIER ANTONIO CERÓN ROSALES,SIN AUXILIAR,Sin restricciones
0636,DISE\O PARA LA PRODUCCION,A,PRESENCIAL,T-3,105,15:30,17:10,SA,BRIAN JOSÉ JIMÉNEZ	MARTÍNEZ,SIN AUXILIAR,Sin restricciones
0637,DISEÑO INDUSTRIAL,A,PRESENCIAL,T-3,105,13:50,15:30,SA,BRIAN JOSÉ JIMÉNEZ	MARTÍNEZ,SIN AUXILIAR,Sin restricciones
0638,CONTROLES INDUSTRIALES,A,PRESENCIAL,T-3,309,07:10,08:50,SA,RODOLFO ALEXANDER PÉREZ TEPEQUE,SIN AUXILIAR,Sin restricciones
0639,CONTROL ESTADISTICO DE LA CALIDAD,A,PRESENCIAL,T-3,309,10:30,12:10,SA,RODOLFO ALEXANDER PÉREZ TEPEQUE,SIN AUXILIAR,Sin restricciones
0640,CONTROL DE LA PRODUCCION,A,PRESENCIAL,T-3,316,07:10,08:50,SA,GLADYS MARÍA ESTRADA QUINTANILLA,SIN AUXILIAR,Sin restricciones
0652,CONTABILIDAD 2,A,PRESENCIAL,T-3,402,13:50,15:30,SA,KAREN NATALIE MEINICKE PALACIOS,SIN AUXILIAR,Sin restricciones
0653,INGENIERIA DE COSTOS,A,PRESENCIAL,T-3,216,07:10,08:50,SA,OWEN TORRES RIVERA,SIN AUXILIAR,Sin restricciones
0654,CONTABILIDAD 3,A,PRESENCIAL,T-3,404,07:10,08:50,SA,KAREN NATALIE MEINICKE PALACIOS,SIN AUXILIAR,Sin restricciones
0655,ADMINISTRACION FINANCIERA,A,PRESENCIAL,T-3,404,10:30,12:10,SA,KAREN NATALIE MEINICKE PALACIOS,SIN AUXILIAR,Sin restricciones
0659,ADMINISTRACION DE RECURSOS HUMANOS,A,PRESENCIAL,T-3,401,12:10,13:50,SA,YESSICA ROSMERY CHAMALE NIÑOS,SIN AUXILIAR,Sin restricciones
0665,MICROECONOMIA,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:50,10:40,JU,JULIO CÉSAR VILLATORO SANABRIA,SIN AUXILIAR,Sin restricciones
0674,FUNDAMENTOS DE MERCADOTECNIA,A,PRESENCIAL,T-3,112,12:10,13:50,SA,JUAN CARLOS GODINEZ OROZCO,SIN AUXILIAR,Sin restricciones
0732,ESTADISTICA 1,A,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:00,VI,YERVIS MAURICIO LÓPEZ ESTRADA,SIN AUXILIAR,Sin restricciones
0734,ESTADISTICA 2,A,PRESENCIAL,T-3,212,08:00,08:50,VI,MARIA JOSE VEGA ORTEGA,SIN AUXILIAR,Sin restricciones
0736,ANALISIS PROBABILISTICO,A,SEMIPRESENCIAL,MEET,VIRTUAL,09:50,10:40,VI,ASTRID SARAÍ CHOXÍN SAMAYOA,SIN AUXILIAR,Sin restricciones
0014,ECONOMIA,A+,SEMIPRESENCIAL,MEET,VIRTUAL,10:30,12:10,SA,ILEANA GUISELA RALDA R. DE ILLESCAS,KEVIN ESTUARDO SOTOJ GARCÍA,Ver Restricciones
0028,ECOLOGIA,A+,PRESENCIAL,T-3,316,10:40,11:30,LU  MI  VI,MARILYN CARIBEL ROJAS MALDONADO,SIN AUXILIAR,Ver Restricciones
0150,FISICA 1,A+,PRESENCIAL,S-12,303,07:10,08:00,LU  MI JU VI,ERIC JOSUE JACOBS MAZARIEGOS,PEDRO PABLO MOLINA MARTÍNEZ,Ver Restricciones
0358,QUIMICA ORGANICA 1,A+,PRESENCIAL,T-7,201,07:10,08:00,LU  MI  VI,CESAR ALFONSO GARCIA GUERRA,ADRIAN JOSUE GIL GONZALEZ,Ver Restricciones
